,FSC-H,FSC-A,SSC-H,SSC-A,FITC-H,FITC-A,VSSC-H,VSSC-A,PE-H,PE-A,ECD-H,ECD-A,FSC-Width,Time
41288,10.366614,9.782658,9.4439335,9.346243,5.129307,3.407842,10.252936,10.084174,6.4595914,5.979392,5.9143133,2.587764,6.347624,13.411404
41299,10.510399,9.881237,9.938126,9.750907,5.489351,4.264087,10.632752,10.45958,5.8030243,4.9243507,5.408068,4.1367655,6.302483,13.411511
41305,10.663718,10.337754,10.592645,10.642488,6.197462,5.6818776,10.989789,10.9000225,6.1668873,3.83298,5.84615,3.8110971,6.605661,13.411587
41307,10.36072,9.735945,9.839552,9.707783,5.7963614,4.5736794,10.790976,10.697573,6.2887874,5.068275,6.231662,5.4192066,6.30671,13.411606
41310,10.560344,10.316822,10.056188,10.005625,5.9615207,2.6946273,10.865795,10.792686,6.317526,5.9303865,5.854499,3.906005,6.688099,13.411642
41319,10.185435,9.851357,10.048713,9.988477,6.3510604,5.0689044,10.7008915,10.583666,6.0593567,4.7933083,5.7865906,4.6774907,6.5974708,13.411816
41327,10.44267,10.032013,9.851431,9.758797,5.7554255,4.906755,10.57723,10.484585,5.710427,3.9569964,6.272877,3.9740584,6.5209336,13.411871
41340,10.887706,10.441407,10.442469,10.321152,5.428468,2.8154087,11.032052,10.947424,6.6301556,5.830709,6.3000517,5.439817,6.4852085,13.411968
41341,10.661654,10.184292,10.101592,10.025949,5.7872043,4.8202815,10.860677,10.718654,5.951944,4.7238417,6.10947,3.6635616,6.454263,13.412009
41359,10.573187,10.33966,10.100866,10.025161,6.014204,5.406723,11.001492,10.926627,5.9435863,4.7808027,6.542328,5.31861,6.69797,13.412177
41362,10.439095,10.075009,9.794471,9.7332325,5.3273907,3.058707,10.559423,10.446126,6.607596,6.0549088,6.599462,5.647212,6.567428,13.412239
41370,10.77722,10.237016,10.359117,10.274092,5.8432546,4.0552573,10.873465,10.788211,6.1878533,0.7884574,5.64297,4.1478853,6.3913417,13.412322
41395,10.338509,9.741498,9.834368,9.789137,5.982676,2.6810215,10.541307,10.441345,5.826295,4.762174,6.0700445,3.0864866,6.3345876,13.41269
41396,10.863341,10.488484,10.122185,10.11432,6.137295,5.282696,10.483458,10.508962,6.509365,5.9039984,6.065412,4.334673,6.556639,13.412736
41410,10.38298,10.109725,10.006152,9.805748,5.551796,5.239098,10.569983,10.442679,5.3556423,3.7256935,6.304266,5.7629943,6.658234,13.412923
41412,10.627363,10.232306,10.454835,10.394375,5.9522038,5.3082676,11.064624,10.942281,6.1620507,5.560297,5.957132,5.1137934,6.5364013,13.412956
41413,10.490935,10.035546,9.945694,9.814362,6.111689,4.8410325,10.144938,10.002994,5.832762,2.6318889,6.1952214,4.79165,6.4761662,13.412972
41426,11.290586,11.270819,10.860475,10.926678,5.757007,5.234312,11.324682,11.45068,6.790435,6.1723266,6.4580245,5.803628,6.911706,13.413122
41429,10.386419,10.426324,10.11751,10.274796,5.8099427,4.496471,10.47854,10.661441,6.2067776,5.668501,5.6893454,3.430756,6.97137,13.413151
41436,10.7788,10.429272,10.302941,10.179182,5.580107,5.1727543,11.01113,10.87754,6.0748863,4.128746,5.998192,3.9337845,6.581933,13.413275
41439,10.11081,9.797465,9.434148,9.368796,5.998688,3.566712,10.339353,10.247386,6.0043807,3.234749,6.090178,4.2165623,6.6184025,13.413297
41449,10.54905,10.056556,10.109448,10.050039,5.3990674,4.5009203,10.579626,10.468327,6.029964,2.4248028,6.397929,5.297317,6.4390883,13.413377
41451,10.602964,10.2683115,10.046947,10.026651,5.105339,-2.3025851,10.866834,10.794824,5.5679626,4.0809216,6.05303,5.3136983,6.5969605,13.413398
41454,10.146649,9.699049,9.916345,9.738395,5.7736197,3.754199,10.671788,10.524432,5.971262,3.7635229,6.0461893,4.879767,6.4839244,13.413436
41462,10.101731,9.45774,9.668398,9.6260195,5.6436787,4.218036,10.426851,10.270125,5.8723993,4.400603,5.739793,4.7247295,6.2874584,13.413544
41463,10.192269,9.833183,9.52947,9.602788,6.0797043,5.251226,10.410754,10.333876,6.158884,4.27944,5.757955,3.5263605,6.572348,13.413547
41469,10.481824,9.999624,9.986242,9.835883,6.016645,3.152736,10.525791,10.384456,5.697429,3.068053,5.839478,4.4391155,6.4494147,13.413646
41470,10.52465,10.086076,10.22085,10.087807,5.5782194,5.0106354,10.84901,10.749755,5.573294,2.8903718,6.9881363,5.6577387,6.4930367,13.413656
41472,10.60061,10.220376,10.071026,9.922265,5.8342257,5.2001534,10.625805,10.5144,5.690697,3.3603754,6.383338,5.2595763,6.5514207,13.413698
41473,10.350837,9.605614,10.0401535,9.941226,6.1180973,5.6856184,10.678137,10.5867815,6.2865567,4.8146205,5.8639154,2.3513753,6.1862907,13.413728
41476,10.373782,9.989004,9.906288,9.747594,5.9859495,5.0039463,10.622275,10.491094,6.405559,6.182911,5.6815367,3.5204608,6.5467305,13.413768
41482,9.917391,9.332691,9.662015,9.500035,5.661223,4.2890887,10.334016,10.19769,6.4219475,6.007338,6.0207806,3.2995338,6.346728,13.413834
41489,10.586438,10.260032,10.214572,10.027208,6.2247562,3.1863527,10.769062,10.68679,5.907811,4.638605,6.015425,5.6997743,6.605097,13.413946
41494,10.458025,9.987962,9.762868,9.7353525,5.9199686,5.3565865,10.256272,10.153542,5.7209673,3.8691156,6.1041236,3.6189933,6.461583,13.414039
41496,10.076617,9.598503,9.876455,9.751629,5.5595274,4.644391,10.495183,10.369125,6.2863703,5.395898,6.216606,2.4248028,6.45353,13.414061
41497,11.212597,11.015643,10.744479,10.823258,5.894678,4.31348,11.486656,11.551084,6.1785665,4.5961294,6.3602657,5.6065373,6.7345276,13.4140625
41501,10.509723,10.332845,10.3964815,10.366885,6.072814,4.01998,11.120241,11.097501,6.081305,4.7397013,6.1535835,5.155024,6.754753,13.414157
41505,11.0155735,10.799751,10.417672,10.34639,6.4222727,6.0178633,11.040203,10.992619,6.2772074,5.380358,6.149109,4.4670568,6.715744,13.414228
41506,10.272873,9.722816,9.762661,9.704689,5.950903,6.027073,10.434701,10.343212,5.934894,5.0651236,5.8565035,4.6765604,6.381405,13.41424
41516,11.033136,10.805413,11.03404,11.011609,5.528635,2.1400661,11.549802,11.549289,6.7123485,5.9250574,6.6427474,5.6426163,6.7037854,13.414367
41520,10.190984,9.642045,9.451238,9.306913,5.7074423,4.9931498,9.254213,9.132131,5.7541585,3.9219732,6.2097964,5.201256,6.3827276,13.414482
41522,10.328729,9.824656,9.79578,9.612332,5.966403,5.1957307,10.512799,10.383147,6.2075834,4.935193,6.073275,5.2548876,6.427612,13.414497
41525,10.532645,10.242766,10.110765,10.051058,6.0899515,4.727388,10.714825,10.603136,6.2128067,4.1335654,6.4559846,4.2165623,6.641602,13.414614
41528,10.59907,9.958965,10.114733,10.052941,5.639777,4.7941365,10.823987,10.7678,6.560465,3.1484532,6.3270435,5.7219496,6.291386,13.414632
41538,10.710417,10.325364,10.33119,10.243101,5.912692,4.91852,10.960201,10.911894,6.7374415,5.0900626,5.895504,5.241747,6.546486,13.4148
41540,10.49463,9.876193,9.781777,9.798666,6.1927714,5.189618,10.820008,10.724385,6.3789353,4.4091554,5.8108416,4.5496573,6.313063,13.414814
41542,10.217934,9.956398,9.686469,9.634699,5.9113383,5.2208962,10.489002,10.396317,6.2150083,5.3949904,6.2251525,5.9814143,6.670146,13.414851
41545,10.435418,10.1035385,10.085622,10.030336,6.161207,3.2027464,10.684719,10.594352,5.5991626,2.1162555,6.2717443,5.502482,6.5997066,13.41487
41551,10.462094,9.773476,9.886103,9.863014,5.2621717,3.6558397,10.588141,10.495344,6.0468993,4.3969154,6.513675,5.6013803,6.242948,13.414941
41556,10.591014,10.157514,10.200224,10.148988,6.0565495,5.2412176,10.971722,10.888175,6.264731,5.808743,6.016401,4.2724905,6.498144,13.415116
41567,10.866135,10.690232,10.431837,10.538481,5.8513403,5.6489744,10.913141,11.058986,6.3855314,4.527209,6.5750756,5.6322865,6.755648,13.4152
41569,10.996075,10.578964,10.36836,10.260939,5.7748623,4.1956973,11.006558,10.913026,6.093118,5.6200385,6.147827,5.535758,6.514466,13.415221
41570,10.290616,9.866455,9.758098,9.648027,5.7474804,5.1322627,10.411022,10.308816,5.956873,5.381279,6.2221794,4.0809216,6.507499,13.41523
41572,10.142438,9.854344,9.783363,9.583854,5.384036,3.7999735,10.457494,10.274275,6.2492027,4.232656,6.203345,4.613138,6.6436057,13.415263
41576,8.908952,7.6036987,8.497296,8.350997,5.7911825,4.884316,9.208168,8.9458275,5.621487,3.8628328,6.649373,5.537728,5.626967,13.415357
41579,11.314329,11.205775,11.015633,11.029079,5.648622,4.617099,11.547513,11.610365,5.986452,4.647271,5.869297,4.146304,6.8229675,13.41539
41580,10.839441,10.445495,10.557777,10.532835,5.1227727,1.0647107,11.2090025,11.056045,6.41149,6.0236897,5.8698616,3.6296601,6.53754,13.415393
41582,10.488963,9.97762,8.712036,8.63794,5.3042994,2.00148,8.938558,8.738351,5.4781356,2.6318889,5.988711,4.248495,6.4202657,13.415421
41587,10.364053,9.923016,9.828516,9.76863,5.896604,4.0943446,10.662715,10.577714,6.119198,5.202907,6.4219475,1.6486586,6.4904976,13.415457
41615,10.252266,9.794688,9.837284,9.68794,6.061457,4.961445,10.617567,10.460465,6.4920883,5.3949904,6.4324574,5.891644,6.473978,13.415816
41621,10.541672,10.363454,10.083719,10.042871,5.8180037,4.122284,10.722055,10.581556,6.201523,5.1369743,5.98444,4.5141506,6.753352,13.41589
41637,10.794979,10.421108,9.672186,9.616065,6.203345,4.566429,10.055152,9.933226,5.7582707,2.0541236,6.1984787,4.658711,6.5577326,13.416131
41641,9.938608,9.011572,9.677114,9.640316,6.087456,4.7715316,10.481477,10.399025,5.8030243,4.5293684,5.378514,4.191169,6.004466,13.416194
41643,10.5270195,10.295067,10.229202,10.349708,6.2724996,5.9263926,10.98052,11.126756,5.8021183,4.810557,6.455513,3.613617,6.6996555,13.4162
41652,10.459578,10.010555,10.115898,10.0662775,5.3789754,3.918005,10.879423,10.814015,5.739793,4.428433,6.1654177,2.501436,6.4825788,13.416364
41653,10.516826,10.091638,9.774398,9.744709,5.571393,4.4716387,10.50264,10.419922,6.2108006,4.0976725,6.315358,3.8586223,6.506372,13.416386
41655,10.303906,10.016861,9.781676,9.797888,5.578597,4.821893,10.561632,10.43811,5.9488177,3.8022082,6.33079,5.270946,6.6444373,13.416417
41662,9.954613,9.49348,9.467337,9.465347,5.7736197,4.166665,10.2500515,10.13519,5.939645,4.9972124,6.3611298,5.65003,6.4703603,13.416533
41663,10.784292,10.494879,10.033879,9.916739,6.2845073,5.1767144,10.068243,9.972024,6.036677,5.3244724,5.7452445,4.4224486,6.642075,13.416558
41664,10.618988,10.150055,8.687408,8.66048,5.7449245,5.043425,8.977045,8.856817,6.400922,5.7726865,5.4574556,2.1747518,6.462524,13.41656
41686,10.460548,9.67403,9.888161,9.70777,6.06169,3.6609943,10.59693,10.449405,5.647212,3.5322256,5.972027,4.835488,6.145127,13.416844
41687,10.699922,10.169105,10.303163,10.105546,5.7180142,3.3741686,10.739221,10.566451,6.3117347,5.6633077,6.417712,4.8858275,6.400636,13.416891
41688,10.183862,9.563473,9.991324,9.821567,5.666773,4.5528235,10.521273,10.368387,5.7519374,4.2710953,5.69944,4.591071,6.311053,13.416925
41702,10.32476,9.913695,10.036168,9.914799,6.107468,4.841822,10.679276,10.589605,6.0168886,5.4831357,5.9295893,4.2427645,6.5205936,13.417093
41706,10.749731,10.311437,10.055814,10.014505,5.822158,4.9883895,10.970713,10.891097,5.8636312,2.4932055,6.3809695,5.024538,6.4932055,13.417172
41708,10.072293,9.335527,9.841436,9.752758,6.400922,4.0535226,10.413063,10.266789,5.8659015,5.4697466,6.3600926,5.175585,6.194942,13.417183
41709,11.448443,11.3469715,10.911515,11.018595,5.848171,5.795754,11.49361,11.574453,6.2873006,5.008633,6.366986,6.1054626,6.830029,13.4171915
41711,8.884334,5.693395,8.966714,8.180349,6.039302,5.129307,8.497174,7.3918467,5.629418,4.2541933,5.9909644,5.1451664,3.7377753,13.417209
41718,10.134624,9.395915,9.639567,9.488684,6.0016623,4.800737,10.195661,10.021622,6.06912,5.334649,6.4573975,5.2811713,6.1927376,13.417283
41719,10.25019,9.771635,9.509748,9.51457,5.954541,5.0801616,10.266578,10.172281,5.5341797,3.5779479,6.367844,5.2842183,6.4531736,13.417286
41723,10.336545,9.839866,9.80784,9.73283,5.9646072,5.440685,10.531793,10.455198,5.993213,4.8675346,6.1461153,4.189655,6.4349923,13.417323
41727,10.719538,10.312294,9.646884,9.741169,5.998192,4.2541933,10.576029,10.513362,6.602859,4.7774415,5.969219,4.995183,6.5243692,13.417361
41730,10.5097685,10.027527,9.417346,9.280081,5.891644,4.0395365,9.206493,9.066978,5.961263,5.178407,6.5701823,5.950903,6.4491987,13.417427
41731,10.344381,9.958582,9.679425,9.715295,5.416545,-0.9162907,10.455428,10.3833275,6.2275243,5.7896543,7.113631,5.685958,6.545696,13.417429
41734,11.097022,10.772446,10.630927,10.553798,6.377067,5.682899,11.180673,11.095037,6.016645,5.336576,6.3364716,3.2068033,6.6069818,13.41747
41738,9.944755,8.918449,9.58004,9.304951,5.7667575,4.9141245,9.929983,9.758849,6.150816,4.5849676,6.2203913,4.9904327,5.905225,13.417512
41752,10.403563,10.042232,10.167523,10.059773,5.374352,3.462606,10.892728,10.822107,6.0516186,3.9908342,6.373661,5.4979877,6.5701637,13.417653
41754,10.312841,9.86931,10.081952,10.0336685,5.772064,2.5176964,10.750133,10.685185,6.103453,5.0395465,6.354196,5.273,6.488103,13.417668
41760,10.459646,9.957763,10.037367,10.005918,5.489351,0.64185387,10.7656765,10.623669,5.870144,4.1478853,5.8941274,4.5042443,6.429795,13.417751
41761,11.075172,10.765389,10.685661,10.651585,5.8321757,4.5485997,11.28148,11.268777,6.231072,5.5206604,5.956614,5.2842183,6.621744,13.417762
41766,10.840998,10.4667,10.221028,10.213183,6.0670357,5.1699157,11.046832,10.958374,6.379953,4.4716387,6.172118,4.5304465,6.557163,13.417828
41773,10.395965,10.026108,9.262525,9.415662,5.9496,4.891852,9.356922,9.242933,6.1114674,5.0099683,6.833247,6.1032295,6.5618334,13.417945
41781,10.085988,9.330778,9.629747,9.546498,5.454038,3.342862,10.580962,10.4452915,6.5270805,5.506956,6.1471853,4.7140245,6.1763606,13.418021
41782,10.243429,9.942011,9.64335,9.618761,5.6465063,3.8877304,10.338829,10.247329,6.0058603,5.0159545,6.157826,2.9806187,6.6301003,13.418024
41789,10.305875,10.001104,9.612226,9.58979,5.7081065,3.5351453,10.527489,10.406049,5.9529834,3.9665112,5.8676004,2.7343674,6.626815,13.418117
41794,10.322879,9.73096,10.082441,9.993909,5.129307,1.8245493,10.758705,10.649056,5.7130723,3.5467398,5.997198,4.680278,6.339666,13.418213
41798,10.701049,10.190466,10.296066,10.124501,5.8938518,4.9739714,10.925309,10.826412,5.971517,5.0644917,6.7017145,5.434159,6.420909,13.418244
41800,10.205934,9.758005,9.782783,9.576697,5.8738065,2.6602595,10.492126,10.350709,5.6788063,5.106551,6.466456,5.7930136,6.483778,13.418284
41809,10.619748,10.230923,10.031617,9.936772,5.4044776,4.899331,10.71218,10.638045,5.5939674,3.94739,5.897154,3.5409594,6.5428033,13.418444
41810,10.676979,10.340074,10.13914,10.113853,6.064947,3.131137,10.966305,10.880448,6.462561,5.992714,6.0217514,4.7431917,6.594612,13.418451
41816,9.726935,9.030125,9.454878,9.313483,6.0016623,4.4613,10.461568,10.321342,5.833055,4.9387813,5.7160406,1.6677068,6.2347383,13.418487
41819,10.0568905,9.77446,9.679863,9.589352,6.09695,4.3515673,10.476245,10.355826,6.1966476,5.072044,6.1752434,5.04278,6.6492085,13.418515
41832,10.805247,10.474846,10.361178,10.274975,5.757007,4.8121843,10.936325,10.861523,5.889432,3.5807374,6.139238,3.5918176,6.601195,13.418641
41841,10.442247,10.055165,10.074411,9.94022,5.5369406,3.5055573,10.621379,10.482685,5.715711,1.4350845,6.0137153,3.468856,6.544544,13.418779
41842,10.804348,10.697665,10.511347,10.700396,5.968963,5.6450934,11.181238,11.386545,5.9783792,5.776103,5.7365723,3.356897,6.824817,13.418782
41848,10.426072,10.190026,8.802282,8.712152,5.5652866,3.9199913,9.012195,8.868469,6.3437047,4.5757413,5.439383,3.487375,6.6956444,13.418891
41864,10.600014,10.081098,8.7863035,8.77456,5.832469,4.11578,9.673414,9.524129,5.4271502,3.9796817,6.2318583,4.9111834,6.4127316,13.419066
41867,10.561613,10.245551,9.540959,9.545562,5.619676,4.0324693,10.535057,10.455166,5.8409324,4.2584457,5.826295,4.2931952,6.6155834,13.4191
41870,10.592133,10.081521,10.073699,9.902347,5.800304,2.8507063,10.694147,10.550722,6.2314653,4.985659,5.7413993,4.085976,6.420956,13.41916
41874,10.087703,9.653911,9.15163,9.149719,5.9295893,5.4514675,9.364785,9.236534,5.767696,5.351384,6.1213956,5.4227448,6.497901,13.419266
41875,10.310967,9.826769,9.934424,9.761181,5.358942,3.6480575,10.615839,10.477006,5.948035,3.6712246,6.140746,5.4196496,6.447396,13.419273
41877,10.924233,10.585321,10.438427,10.371314,5.7014465,3.94739,11.091663,11.035778,6.185797,2.2823825,6.2698536,5.0701613,6.592582,13.419294
41889,10.239556,9.614652,9.781959,9.779974,6.285812,5.76268,10.62322,10.548201,6.0840435,5.101085,6.109914,5.524656,6.3066883,13.419419
41894,10.756687,10.513302,10.41862,10.297649,6.2095957,5.549465,11.167349,11.08477,5.958683,4.923624,5.787817,3.6428356,6.6882253,13.419466
41903,10.201713,9.727078,9.782912,9.668196,6.2393007,5.492238,10.430793,10.353438,5.4963484,0.095310204,6.350886,5.730749,6.4570346,13.419569
41906,10.499,9.82579,8.373462,8.374892,5.6664267,1.5686159,8.725101,8.5867195,6.053735,2.2407095,6.06169,4.966335,6.2584124,13.419606
41912,10.685185,9.931993,8.229831,8.07695,5.540871,2.6026897,9.370664,9.187593,6.497529,5.78567,5.887492,5.431974,6.1784134,13.41966
41919,10.145523,9.732088,9.557406,9.647452,5.5789747,4.334673,10.32302,10.233805,5.948035,3.2884018,5.560682,2.163323,6.518213,13.419745
41925,10.406917,10.104958,10.2488165,10.13961,6.08632,5.1613517,10.8355,10.780844,6.374002,6.0949235,6.1200776,4.645352,6.629725,13.419833
41934,10.245576,9.905715,9.335827,9.336753,5.226284,3.5115454,10.372807,10.276095,5.698435,4.554929,6.2361736,5.110782,6.591783,13.41992
41936,10.262581,10.006937,9.806184,9.755347,5.5887456,4.8072944,10.514467,10.431695,5.7189994,4.6765604,6.2618732,5.6626134,6.675836,13.419948
41942,10.37489,9.816856,10.015137,9.858119,5.750984,4.0395365,10.476372,10.312623,5.386328,2.939162,6.356455,4.036009,6.3735714,13.419995
41944,11.304392,11.153955,10.907912,10.863965,5.854212,4.487512,11.316722,11.363999,6.0026517,3.723281,6.4371114,4.7757564,6.781045,13.420038
41950,10.604045,9.960704,10.060039,10.00231,5.9816666,4.516339,10.633345,10.522579,5.8339334,4.9402127,5.9317145,5.1304903,6.2881355,13.420081
41962,10.752643,10.349118,10.185904,10.11772,5.885548,5.0900626,10.7922735,10.730459,6.1691923,4.2668962,6.2087913,-0.105360545,6.527978,13.420156
41983,10.123791,9.615712,9.670793,9.539673,5.480222,4.01998,10.210928,10.087262,6.044057,4.91339,5.676411,2.4765384,6.4234304,13.420336
41989,10.393717,10.013771,10.058695,10.0133505,6.0321264,5.313206,10.843557,10.750055,6.460374,5.799093,5.960232,4.1108737,6.5516863,13.420401
42006,10.718131,10.594375,9.790962,9.812643,5.549076,0.095310204,10.734216,10.670865,5.78321,2.9704144,5.710758,4.788325,6.807862,13.420638
42008,10.112857,9.48613,9.6108,9.47175,5.40762,3.9908342,10.28717,10.093939,6.582164,5.117395,5.934365,4.2904596,6.3048105,13.42066
42020,10.685094,10.218404,10.224705,10.144408,5.815324,4.7765994,10.828558,10.720207,6.5658283,5.301811,6.0958247,4.506454,6.4648495,13.42082
42025,10.061598,9.27231,9.783425,9.711909,6.0892715,4.3294168,10.469835,10.363797,5.936216,4.1805224,5.9205055,5.3092575,6.14219,13.420852
42032,10.36856,10.078995,9.885781,9.808782,5.839187,4.0976725,10.683202,10.56285,5.9218464,4.569543,6.340183,5.108971,6.6419663,13.420907
42042,10.428864,9.986155,9.721816,9.652613,5.815324,4.089332,10.568912,10.459262,6.5047374,6.185385,5.621487,1.8870696,6.488932,13.421011
42043,10.235697,9.443807,9.823838,9.537937,6.122712,4.6634393,10.463672,10.234933,5.846439,5.243861,6.3090086,4.7613187,6.139558,13.421028
42048,10.26552,9.828279,9.677566,9.655263,5.844124,3.3638415,10.187922,10.071376,5.7410784,3.7932396,6.484483,5.4595857,6.494402,13.421052
42050,10.668434,10.079343,10.121711,9.962313,6.1270876,4.2209773,10.617802,10.473464,6.0316463,5.7064457,6.222973,3.9665112,6.3423834,13.421067
42054,10.901749,10.368667,10.3612,10.306807,5.9766045,5.2171073,11.030344,10.901932,5.5226603,3.9278963,5.958166,5.41343,6.3985224,13.421102
42070,10.3416195,9.6991415,9.389967,9.346575,5.5463486,3.6686769,8.907233,8.738302,5.809343,3.6763008,5.911609,4.890349,6.289092,13.421254
42078,9.951954,9.732966,9.737439,9.681818,5.781669,4.2224445,10.582733,10.440647,6.2580504,2.0794415,6.105909,4.5517693,6.712541,13.42131
42081,11.168443,10.971756,11.356024,11.392022,5.652489,3.835142,11.921254,11.846893,6.165208,5.9488177,6.419506,5.0998664,6.734819,13.421334
42087,10.320776,9.903282,9.8953495,9.718621,5.9303865,4.122284,10.334263,10.182441,6.185179,4.651099,5.98444,-1.2039728,6.5140915,13.421415
42100,10.635348,10.190379,9.843105,9.762575,5.4843817,1.5475625,10.35955,10.243436,6.177944,5.404028,5.958166,4.8170505,6.486569,13.421658
42101,10.446605,10.0830345,10.062046,10.009733,5.7216225,4.891852,10.806594,10.770735,6.2197948,5.8833222,6.137295,5.549465,6.567997,13.42166
42106,10.843028,10.465557,10.213297,10.195153,5.600272,2.7278528,10.950207,10.877849,5.925592,4.871373,5.944111,-1.2039728,6.5540032,13.421721
42107,10.729479,10.7265415,9.555093,9.825969,6.328472,5.3136983,10.225607,10.224252,5.8729625,4.8613615,5.6372867,3.5723455,6.928578,13.421731
42110,10.735072,10.410453,10.478366,10.37837,5.8752117,4.9877076,11.02429,10.898617,6.3925867,5.654592,5.928791,4.347694,6.606893,13.421746
42116,10.776151,10.555623,10.429608,10.440206,6.1176567,5.477718,11.079755,11.094799,6.071892,4.577799,6.4605303,4.0036902,6.7109704,13.421792
42119,10.658757,10.196131,9.6923895,9.687674,6.0840435,4.8243055,9.411443,9.30363,6.1444,4.215086,5.866468,4.368181,6.4689217,13.421819
42121,10.483046,9.534125,10.033213,9.904397,6.0700445,5.291796,10.696844,10.570075,6.18888,6.1209564,6.2871146,5.9879584,5.982543,13.421822
42122,11.0622015,10.999852,10.628092,10.617858,6.052795,4.70411,11.304157,11.277765,5.6900215,4.890349,5.6722918,4.2835865,6.8691826,13.421826
42124,10.308409,9.843154,9.918628,9.778751,6.1043468,4.5890408,10.114733,9.998557,6.4526796,5.545568,6.2203913,4.3707128,6.4664464,13.421831
42129,10.443507,10.171777,10.120593,10.079364,5.864199,3.8836236,10.805722,10.712277,5.9148536,3.4111476,6.239691,5.6777806,6.659765,13.421874
42142,10.503653,10.223808,9.99857,9.902437,6.062855,5.0271645,10.46605,10.371095,6.20132,4.8465466,6.594277,5.5782194,6.651624,13.4220915
42153,10.345104,9.989972,9.784411,9.706553,6.087456,5.458308,10.635906,10.536996,5.9053617,5.1035185,5.757639,4.638605,6.5763206,13.42219
42158,10.528877,10.125807,10.103428,9.986633,5.7229314,4.4566703,10.796485,10.688455,6.3391237,4.4601445,6.2164063,5.7862835,6.5284586,13.422266
42161,10.633579,10.324662,9.339841,9.332177,5.6896834,2.2407095,9.890782,9.792623,6.5872746,6.317706,6.176075,4.769837,6.6225886,13.422295
42162,10.880035,10.572539,9.608008,9.645662,5.2657943,3.2068033,9.071652,8.989283,6.1781516,1.5040774,5.961778,1.7578579,6.623986,13.4222975
42163,10.201899,9.616065,9.931861,9.757299,5.6664267,4.2195077,10.753245,10.602865,6.4351883,5.5894933,6.3250756,5.3995194,6.345698,13.422299
42170,11.183571,11.079207,10.978816,11.042011,6.067499,5.827474,11.583676,11.665004,6.3745136,5.956873,5.985195,5.428029,6.8271394,13.422345
42175,10.276543,9.804136,9.17407,9.199522,5.848171,4.8629084,10.101314,10.025506,5.8455715,4.496471,6.045716,5.5770845,6.4591513,13.422407
42180,10.784798,10.31251,9.737315,9.721216,5.725218,4.769837,9.696826,9.573246,6.0937953,4.9272537,6.4723463,5.1940675,6.459179,13.4224825
42181,10.3591385,9.975492,9.82224,9.795234,5.8547854,5.0192647,10.597807,10.481928,6.424707,3.854394,5.651436,0.0,6.5477924,13.422485
42186,10.296809,9.637632,9.977398,9.834775,6.1068,4.70592,10.635353,10.447023,6.2740083,4.8629084,5.2171073,3.949319,6.272494,13.422544
42206,10.3571615,9.9461355,9.643732,9.664247,6.158884,5.049215,10.486845,10.421825,5.5614505,4.276666,5.549076,3.11795,6.52048,13.422728
42208,10.725264,10.61528,10.375904,10.86724,6.090631,6.0700445,10.940398,11.543244,6.4412656,5.7908773,5.980909,5.1310816,6.8215404,13.422744
42210,10.556565,10.0194645,9.963072,9.921902,5.3724966,4.7492704,10.6612425,10.561093,6.517819,4.6662655,6.2302847,5.4053764,6.394481,13.422847
42211,10.696351,10.397079,10.038089,10.025444,6.104793,4.887337,10.673524,10.618083,6.5766087,5.752255,5.9669156,2.4510052,6.632228,13.42287
42221,11.345584,11.151132,10.695591,10.765325,6.10457,4.9607444,11.457101,11.482555,6.234411,5.3215456,5.891368,4.6081657,6.7371016,13.422958
42223,10.952566,10.565683,10.606234,10.472615,6.036677,5.030438,11.170813,11.097874,5.927726,4.662495,6.412967,5.3356133,6.5446424,13.422973
42225,10.542723,10.069248,10.049992,9.952616,5.4642553,1.4350845,10.687303,10.519276,6.135998,4.956531,5.8941274,4.6356993,6.458085,13.422985
42230,10.724144,10.16704,9.057609,9.010694,5.6482697,4.667206,9.08412,8.921057,5.731722,1.4109869,6.2783337,3.6323092,6.3745046,13.423075
42235,10.468395,9.950128,9.97532,9.923898,5.7226043,4.0395365,10.446123,10.2748995,6.291569,5.638355,6.2513256,4.407938,6.41321,13.423109
42237,10.544797,9.844825,10.153663,10.050812,5.0369525,2.4680996,10.541835,10.428473,6.0222363,4.788325,6.064715,5.0146275,6.2315874,13.423128
42238,10.686204,10.533421,9.021344,9.023734,5.9197,5.000585,9.405825,9.341281,6.2410555,5.497168,6.3625107,5.2928023,6.7787642,13.423138
42242,10.429922,9.808209,9.042478,8.87773,5.8810916,5.2375054,10.126983,9.986775,5.630136,4.900076,6.438711,5.597681,6.3097878,13.42323
42244,10.200851,9.819133,9.453483,9.510637,5.844124,4.1431346,10.327369,10.189441,6.177944,4.496471,5.874088,5.2663107,6.549974,13.423241
42253,10.041052,9.749152,9.886194,9.742262,6.5806394,5.7667575,10.522829,10.441024,6.019566,5.078917,6.0275555,5.440251,6.639801,13.423429
42260,10.129068,9.440872,9.650445,9.544996,5.5278406,4.8048406,10.367225,10.274806,6.09987,5.3752785,6.2536364,5.527443,6.2434597,13.423518
42267,10.142225,9.601328,9.368907,9.405282,5.973046,5.0707893,10.46346,10.387909,6.234411,5.6109357,5.6866364,4.248495,6.390549,13.423635
42270,10.466258,10.225274,10.072749,9.944356,6.0454793,4.4578295,10.711277,10.604263,6.050205,5.0172796,6.695799,6.0899515,6.690646,13.423643
