,FSC-H,FSC-A,SSC-H,SSC-A,FITC-H,FITC-A,VSSC-H,VSSC-A,PE-H,PE-A,ECD-H,ECD-A,FSC-Width,Time
32782,11.101714,10.842471,10.479859,10.362954,6.0523243,5.3191,11.024023,10.965944,5.5270452,2.6100698,5.9037256,5.1404934,6.6722875,13.102753
32784,10.223547,9.65208,9.601855,9.582814,5.0900626,3.854394,10.158649,10.001635,6.040493,4.550714,6.202333,4.9753537,6.359973,13.102889
32789,10.520779,9.924843,9.997565,9.852862,5.5935955,3.5553482,10.6105175,10.469917,6.2363696,3.7208624,5.982424,5.0820255,6.3356633,13.102946
32793,10.463301,9.917371,10.109509,10.037568,5.3794365,3.4468079,10.836636,10.747302,6.3588815,5.539694,6.4523644,5.696758,6.385734,13.10305
32794,10.242524,9.926295,9.561215,9.4260645,5.823933,5.3092575,10.258754,10.106392,6.029723,3.9796817,6.270421,4.2710953,6.6155047,13.103065
32795,10.833711,10.376633,9.115238,9.115809,5.3259325,3.4995332,10.020074,9.92633,5.8359795,3.443618,5.921042,3.4843123,6.4744964,13.103097
32798,10.424633,10.048397,9.596161,9.526093,5.7097645,3.613617,10.393909,10.256385,6.317165,4.5075574,5.986452,5.4731107,6.5554166,13.103129
32825,10.652582,10.25048,10.184405,9.980624,6.183943,5.5675807,10.741421,10.608677,5.5675807,4.3694477,5.578597,4.4188404,6.5294995,13.103998
32828,10.945489,10.517101,10.520582,10.381053,5.824524,4.670021,11.052076,10.968184,6.1299214,5.4017763,6.1599407,4.629863,6.5030904,13.104045
32829,10.497494,9.974477,9.776608,9.7015,5.4031277,4.9718943,10.2687,10.175216,5.812936,5.219274,6.2233696,4.4103713,6.4084296,13.104056
32833,10.589625,10.20152,10.123554,10.091348,5.864767,5.2857385,10.682501,10.611876,6.4047327,3.3534067,6.040969,3.295837,6.543359,13.104175
32840,9.750802,9.407969,9.8713,9.768171,5.8590755,3.1654751,10.626647,10.545515,6.461468,5.4196496,6.2168055,3.1822119,6.58863,13.104219
32844,10.119417,9.505835,9.341246,9.266418,6.0053673,4.8926024,9.998666,9.886443,6.0785594,4.0395365,5.7513022,2.9231615,6.3180323,13.104366
32846,10.28481,10.004197,9.793109,9.676963,6.1704473,5.177843,10.521202,10.420568,6.5305862,3.6027768,5.521861,4.7167115,6.6510043,13.104444
32853,10.341223,10.038167,9.73738,9.744732,5.724565,4.2724905,9.859076,9.739444,6.355413,5.6240177,6.051383,1.1314021,6.6286535,13.1045885
32856,10.165333,9.843769,9.431474,9.394161,5.5969396,4.5315237,9.6978035,9.592837,6.372466,5.3336844,5.7939277,3.122365,6.609973,13.104721
32880,10.81989,10.3744,10.562561,10.469849,5.5459585,4.169761,11.193465,11.124142,6.399094,5.9175487,6.1032295,5.0632277,6.486075,13.1050825
32883,10.622722,10.18057,10.379843,10.355006,6.0338054,3.2068033,11.136918,11.11838,6.1081357,5.9263926,6.098299,2.6100698,6.4893303,13.105158
32890,10.442688,10.049906,10.034103,9.950581,5.75289,4.229749,10.78611,10.684133,6.310645,2.5649493,5.8386045,3.708682,6.5388007,13.105193
32893,10.730569,10.129315,10.315657,10.264304,5.803326,5.0284753,10.870473,10.811393,5.8348107,4.310799,6.2672005,5.4328485,6.330293,13.105211
32903,10.352542,9.766201,9.690882,9.593784,6.003887,5.339939,10.43528,10.346056,6.263208,3.4011974,5.8236375,3.8607297,6.3451266,13.105384
32908,10.487475,10.02505,9.768373,9.629347,6.1605744,5.0517774,10.609072,10.513763,6.626188,5.9669156,5.912692,4.60417,6.469247,13.105435
32918,10.263736,9.976696,10.066516,9.912844,5.648622,2.4510052,10.778334,10.599794,6.2565174,0.64185387,6.180431,4.4115853,6.644464,13.105716
32921,10.636665,10.374069,10.078361,10.0167675,5.580107,4.3463993,10.7342205,10.65748,6.2580504,5.231643,6.3909116,5.460011,6.668901,13.105775
32924,10.049353,9.156496,9.778185,9.653531,6.03811,4.805659,10.297976,10.133519,6.0011673,4.1108737,6.2783337,4.5788264,6.0387387,13.105829
32938,10.32765,9.908161,9.964127,9.869341,5.930121,5.178971,10.658855,10.539062,5.9475126,5.040194,6.436631,4.837075,6.512176,13.106447
32941,10.471193,9.949287,10.209648,10.133968,6.0190797,5.3835773,10.898268,10.835098,6.2863703,5.340898,6.1342654,3.558201,6.40965,13.106575
32948,10.163121,9.341413,9.536697,9.409052,5.9083548,3.962716,10.121257,9.969205,6.2904572,3.906005,5.613493,4.373238,6.1098056,13.106722
32950,10.529386,10.026997,8.667835,8.551034,5.7368946,4.259859,8.90372,8.777848,6.2950816,5.782902,5.7667575,4.879767,6.429225,13.1067705
32953,10.200977,9.468712,9.325382,8.993862,5.416545,4.189655,8.891649,8.690239,5.6886687,4.9250774,5.651436,3.5145261,6.1992464,13.106876
32956,10.490924,9.905446,9.620004,9.54004,5.202907,2.3702438,10.509548,10.400906,5.918625,1.5892352,5.9059067,1.9021075,6.346078,13.106972
32958,10.451774,9.819377,8.424836,8.223707,5.706778,4.308111,8.838654,8.60192,6.0058603,4.5053496,5.973046,4.2121277,6.299235,13.107028
32960,10.562716,10.113051,10.032092,9.894724,5.904271,1.686399,10.348231,10.217663,6.7717066,5.5432224,5.968196,4.7808027,6.4818263,13.1070795
32969,10.552241,10.158958,9.834898,9.71626,5.883044,3.0301337,10.444704,10.349071,6.071892,4.8858275,6.0494976,2.7788193,6.5383596,13.107353
32978,10.209375,9.778797,9.896755,9.797009,5.976097,4.2696977,10.483511,10.33589,5.9205055,5.4480295,5.917818,3.4242628,6.50104,13.107504
32979,10.528474,10.179721,10.009553,9.949202,5.8816495,4.16356,10.82197,10.746283,5.7862835,4.9815497,5.913773,2.0541236,6.582833,13.107534
32982,10.682695,10.425677,10.499141,10.441293,5.3062854,4.335983,11.116176,11.063866,5.7519374,4.380776,5.801816,4.335983,6.6745114,13.1075945
32986,10.406923,10.043159,9.475401,9.426548,5.6709146,3.2068033,9.663402,9.532431,6.0102863,4.757891,6.3980956,5.784133,6.5679283,13.107657
32995,10.231711,9.578236,9.803281,9.663274,5.3738885,3.356897,10.466153,10.308746,5.9067235,2.8791983,6.092892,4.48526,6.2780395,13.107848
32996,10.899338,10.530815,10.676178,10.586769,5.755109,4.4188404,11.135609,11.09992,6.3200483,5.614587,6.2031426,4.992471,6.5630193,13.107857
33013,10.158397,9.792522,9.903063,9.748709,6.0338054,4.5736794,10.557158,10.426638,6.6092143,4.872905,6.310827,4.624973,6.565814,13.10824
33016,10.347695,9.992788,10.275617,10.227862,5.84615,4.0587173,11.032734,10.982076,5.968196,4.0569887,6.279834,4.5119576,6.576591,13.1083355
33018,10.761819,10.291264,10.568983,10.434239,5.7960577,5.16307,11.117859,11.047632,6.3437047,4.295924,6.220988,5.6065373,6.4609084,13.108395
33020,10.616568,10.067742,10.130941,10.0461235,6.0461893,4.2499228,10.842901,10.755588,6.23891,3.9531648,6.626453,5.327876,6.3827643,13.108433
33022,10.167965,9.643933,9.20967,9.083086,5.7779617,3.9908342,10.048419,9.917889,6.3120975,5.0632277,6.249782,4.2696977,6.40765,13.108463
33028,10.860654,10.259594,10.028837,9.974938,5.1527133,0.9555114,10.626017,10.542348,5.4868693,2.8273137,5.889155,4.383276,6.330523,13.108595
33040,10.858828,10.403259,10.412778,10.339566,5.3322353,2.8154087,11.070785,10.980494,6.071892,4.210645,5.907811,5.570632,6.476028,13.108984
33041,10.414675,9.950247,9.62984,9.538975,5.833348,4.6549125,10.362645,10.209438,5.5891194,1.4109869,6.22059,4.783316,6.467067,13.109018
33057,10.268127,9.949435,9.546462,9.41992,5.6142225,2.541602,10.222203,10.118179,6.3128233,5.636574,5.909983,4.0621657,6.6130357,13.109612
33064,10.318015,9.8137,9.6658325,9.580924,5.1885023,4.356709,10.480092,10.39091,5.8183007,1.7404661,5.417433,2.944439,6.4271655,13.109839
33069,10.310089,10.047878,9.56807,9.548561,5.8866596,4.832306,10.397949,10.297912,5.582744,4.4296255,5.9261255,4.857484,6.6693225,13.109896
33071,10.263059,9.809078,8.9557705,9.015225,6.18662,4.8751974,9.878697,9.798271,6.234215,5.4138756,6.064715,5.801514,6.4776726,13.109955
33075,10.565314,10.00691,8.42055,8.358408,6.0043807,5.3565865,8.998149,8.836621,5.9261255,4.5368915,5.9153934,3.854394,6.373206,13.110143
33076,10.1221695,9.779279,9.687171,9.59699,6.0058603,4.817859,10.526502,10.457654,5.638355,3.226844,5.8616405,2.3418057,6.588558,13.110147
33077,10.699189,10.314981,10.18247,10.044483,5.840351,5.013963,10.938176,10.80862,6.401917,4.572647,5.776723,4.191169,6.5474286,13.110147
33079,10.33426,9.593492,9.801847,9.560236,5.5118146,4.2470655,10.50934,10.284944,6.1668873,3.2386785,5.5675807,3.437208,6.190733,13.110206
33080,10.082608,9.787302,9.831154,9.734726,5.5270452,5.165357,10.485821,10.365396,6.5304403,4.2890887,5.9143133,3.1863527,6.6362925,13.110258
33081,10.55244,10.183219,10.090427,10.027999,5.731722,3.4563167,10.70812,10.620036,6.384013,6.0767245,6.1864142,5.573294,6.5624075,13.110279
33088,10.860965,10.395601,10.378547,10.297305,5.8206763,2.9177706,10.999319,10.937008,5.888878,4.943783,5.884714,4.443827,6.4662175,13.110378
33112,10.2065325,9.295205,9.845875,9.742056,5.4192066,4.822698,10.683102,10.564016,5.848171,4.933034,5.487697,0.3364722,6.0204034,13.110811
33113,10.709383,10.323966,10.386929,10.232251,6.0063534,5.428029,10.928715,10.846157,6.8896933,4.995183,5.959716,2.0668628,6.5461626,13.110835
33123,10.851785,10.488738,10.166874,10.181309,5.930918,4.784153,10.932543,10.890218,6.697775,6.1185374,5.789348,3.8458831,6.568445,13.111149
33126,10.475114,10.057448,9.7151985,9.612039,5.486041,4.1573195,10.443825,10.358083,5.7865906,3.8437443,5.925592,5.0530562,6.5139623,13.111436
33133,10.283474,9.988807,9.674074,9.566244,5.685279,4.879767,10.138781,10.044935,6.2696643,5.357058,6.1459007,5.499215,6.636972,13.111537
33135,10.525327,10.067598,10.300695,10.047224,5.7779617,4.6501436,10.632369,10.470535,6.4088583,5.6422615,6.117877,4.5108595,6.473893,13.111611
33143,10.419112,9.815225,9.944125,9.858574,5.8774557,5.0657544,10.772846,10.631753,5.9954567,5.3336844,5.6503816,3.269569,6.327705,13.111733
33144,10.66658,10.217579,10.162184,10.066116,6.0835876,4.904534,10.873846,10.823235,5.341377,3.8918202,6.311372,5.635504,6.4824877,13.111753
33147,10.545092,10.174609,10.279936,10.2241535,5.943324,3.8220983,10.828731,10.77642,6.88336,6.268149,6.3587084,5.5329943,6.5611343,13.111795
33150,10.84865,10.359268,9.959263,9.9414,5.8183007,4.740575,10.850082,10.798663,5.8072414,5.165357,6.149109,4.9972124,6.442084,13.111933
33153,10.892566,10.475226,10.412057,10.308256,5.9050894,4.688592,11.00957,10.916415,6.2255483,5.1498175,5.8168135,5.301313,6.5142536,13.111992
33162,10.297845,9.8661175,9.794219,9.771235,5.891368,2.1400661,10.633584,10.499231,6.1497498,2.76001,5.8039293,4.3719764,6.4998794,13.1122055
33163,10.28399,9.618309,9.765024,9.582731,5.8359795,4.943783,10.280748,10.07935,6.2649207,4.4391155,5.723912,4.1478853,6.265934,13.112218
33187,10.689717,10.317275,10.186238,10.114109,5.659482,4.613138,10.90404,10.837512,5.934894,4.792479,6.463497,5.4621353,6.559145,13.11287
33190,10.2258215,9.909887,9.781066,9.79977,5.796969,5.290285,10.530167,10.406267,6.1353483,4.6220274,5.685279,3.881564,6.615743,13.112957
33194,10.266626,9.724857,9.826142,9.699472,5.7924037,4.1651134,10.378102,10.233737,6.0416822,5.101085,6.182085,5.6351466,6.389848,13.113064
33202,10.420941,10.056916,9.713948,9.611824,6.0105314,4.6959248,10.019843,9.891713,6.06169,5.4722705,6.452522,5.0072966,6.5675364,13.113275
33218,9.520278,8.293274,9.29945,9.110764,5.654242,4.0621657,10.028833,9.83061,5.8507648,4.9739714,6.0282784,5.354225,5.7044706,13.1136675
33224,10.371746,9.74018,9.667272,9.435418,5.775793,4.306764,10.342175,10.197835,5.704116,4.01998,5.4376445,4.4693503,6.2998767,13.113845
33232,10.631876,10.0756035,10.274575,10.1514015,5.8301215,4.9607444,10.941812,10.852809,5.775793,2.3795462,5.8570757,3.9796817,6.375232,13.114011
33236,10.250016,9.710443,10.00864,9.876008,6.048081,4.027136,10.529977,10.455823,5.853638,4.3795238,5.890262,4.31348,6.39198,13.114029
33239,10.511779,10.104651,10.255432,10.128482,5.9501214,5.057519,10.852019,10.73818,5.651085,4.496471,5.8738065,4.4320064,6.524393,13.114091
33243,10.932714,10.506037,10.502461,10.357622,5.6337175,4.550714,11.059407,10.945014,5.791488,5.2219763,5.3504353,3.9550824,6.5048194,13.114141
33251,10.652024,10.259122,10.047739,9.935345,6.0282784,5.3317523,10.677563,10.576906,6.2265368,3.6788292,6.1597295,4.1759243,6.5386887,13.114351
33278,10.322123,9.829163,9.67853,9.607814,5.565669,4.837075,10.570075,10.478718,5.671948,4.1850986,5.503704,3.1780539,6.438651,13.115171
33286,10.311895,9.869392,9.264961,9.268968,5.2527966,2.4595888,9.93222,9.808325,6.402249,5.651085,6.466922,4.9572344,6.488978,13.115459
33295,10.408684,9.991439,10.154417,10.082984,5.2735124,2.5176964,10.704013,10.573655,5.8905387,2.76001,5.8397694,2.867899,6.5142846,13.115659
33297,10.583263,9.897751,9.881472,9.75468,5.874088,4.5705786,10.492712,10.300652,5.7711296,4.768139,6.2314653,5.011302,6.2460485,13.115669
33303,10.8291445,10.340135,10.159815,10.064088,5.630853,3.1904764,10.720327,10.656866,6.2974777,5.3968043,6.315539,5.329816,6.4425683,13.115959
33316,10.441708,9.999456,9.947658,9.854308,6.0806193,5.126936,10.56346,10.4836035,5.992464,5.1573296,6.0787883,5.652138,6.489311,13.116394
33318,10.143882,9.477417,9.541449,9.496721,6.0395403,4.9863424,10.509273,10.390996,6.2941585,5.248602,6.074196,5.043425,6.265056,13.116424
33324,10.674422,10.3797245,9.665363,9.613095,5.6643486,4.286341,9.672728,9.594016,5.926659,4.252772,5.481472,2.2192035,6.636842,13.116488
33330,10.450635,10.131937,10.069573,10.021466,5.5020742,2.944439,10.763589,10.695941,6.3117347,5.6178613,6.213608,5.3551702,6.6129565,13.116603
33331,10.63898,10.298249,10.531211,10.467978,5.9330406,5.1800966,10.987292,10.908613,6.0767245,4.760463,5.7890425,4.2612705,6.590773,13.116672
33332,10.234176,9.704201,9.383773,9.232356,5.6182246,4.6279097,10.099362,9.953553,5.85879,4.940928,6.479124,3.2425923,6.401682,13.116695
33337,10.145936,9.653724,9.956692,9.855793,5.988711,4.693181,10.537768,10.405786,6.062855,5.6538916,5.931449,5.2412176,6.439502,13.116915
33339,10.301764,9.73232,9.804004,9.613382,5.760163,5.31074,10.634855,10.509455,5.4595857,3.2503746,6.237543,4.792479,6.3620586,13.116995
33341,10.5134735,10.126211,9.776574,9.618083,5.65284,4.38577,9.692427,9.516287,6.214408,5.634075,5.1845884,1.9878744,6.5441923,13.117022
33350,10.629289,10.19637,10.21522,10.074002,5.918625,5.307277,10.6350765,10.518922,6.090631,5.0238805,6.243584,4.8146205,6.498732,13.117263
33354,10.464651,9.8534355,9.668095,9.529681,5.8930244,4.7397013,10.082771,9.953972,6.163736,4.904534,6.3763866,4.540098,6.3204284,13.117339
33356,10.510933,9.864533,10.33251,10.1922655,5.401325,4.526127,10.991965,10.86179,5.8678837,4.1335654,5.488111,1.0647107,6.2850995,13.117351
33362,10.928044,10.602003,10.563858,10.533921,6.3396535,3.269569,11.133017,11.1306715,6.808929,5.943324,6.039778,5.323498,6.605504,13.117544
33370,10.257694,9.842772,9.871723,9.679155,5.7054477,4.276666,10.419841,10.280433,6.247656,5.1119876,6.1609964,4.8744335,6.516708,13.1177025
33371,10.411082,9.756541,10.093509,10.042654,5.895779,2.9069011,10.88007,10.806574,5.544787,4.462454,5.8345184,3.9778109,6.2769384,13.117749
33384,10.346505,9.904467,9.933546,9.7466,6.3962626,5.6415524,10.493391,10.390216,6.4872274,5.3697076,6.673677,4.3605475,6.489557,13.118221
33391,10.696306,10.284281,10.274002,10.316809,5.6726356,2.7972813,11.076701,11.062033,5.8045325,3.875359,5.878016,3.906005,6.5194397,13.118434
33393,8.630718,7.0360603,8.721912,7.891256,5.465525,4.405499,8.720264,7.6708946,6.167726,3.6813512,5.9912143,4.7256165,5.3362184,13.118485
33394,10.621713,10.1561,10.143271,10.022452,5.572154,4.69043,10.684165,10.581368,5.6705704,4.5304465,6.251904,5.294309,6.466042,13.1185
33404,10.141255,9.647846,9.703267,9.538255,5.7054477,1.9459101,10.249822,10.135293,6.080848,4.6549125,6.344583,5.1113853,6.4380164,13.118759
33405,10.152411,9.823606,9.331265,9.332177,5.854499,3.8220983,10.30391,10.217509,6.1798096,5.3626995,5.69944,4.588024,6.602856,13.118805
33412,10.348757,9.837983,10.208274,10.107395,5.9783792,5.6482697,10.772923,10.644677,5.592106,2.2407095,6.3080983,4.8744335,6.4207478,13.118994
33415,10.698548,10.23129,10.228133,10.098466,5.880254,5.207298,10.847827,10.746521,5.8006067,4.1383615,6.316984,4.6718936,6.464282,13.119036
33423,10.523975,9.871677,10.08211,9.935083,5.9501214,2.9123507,10.665878,10.541169,5.8069406,4.01998,6.0776424,5.0536947,6.2792845,13.119415
33429,10.163078,10.005963,10.015829,10.034306,5.916741,4.9544177,10.607557,10.53026,6.26111,5.083266,6.3468637,5.0556087,6.7743244,13.119608
33440,10.314487,9.802489,10.13134,10.027359,5.8556447,5.5020742,10.675298,10.554142,6.173578,4.2972856,5.6401324,3.9199913,6.419651,13.119786
33445,11.335654,11.217417,10.935182,10.933003,5.2694035,4.740575,11.546988,11.584119,5.428468,4.0073333,6.2281165,5.68392,6.813269,13.119863
33446,10.548261,10.306329,10.204858,10.083498,5.0166173,2.6878474,10.750769,10.660724,5.9335704,4.3993754,5.7166986,4.036009,6.689713,13.119874
33447,11.125753,10.824146,11.353743,11.269907,5.922918,3.0007198,11.489194,11.391935,6.197462,4.079231,5.6869755,3.8394523,6.629878,13.119879
33450,10.58961,10.154639,10.36213,10.238165,6.083132,5.7077746,10.94762,10.843673,5.8406415,4.572647,6.2168055,4.472781,6.496497,13.119987
33454,10.9160385,10.529236,9.360706,9.424709,5.286245,4.567468,9.88232,9.793868,5.498806,4.6376376,6.1791883,5.1682086,6.5447364,13.120087
33460,10.613101,10.10335,9.934041,9.77721,5.805737,4.2341065,10.508656,10.3528805,6.491027,4.9192505,6.603944,5.243333,6.4216948,13.120223
33464,10.256308,9.406047,10.190049,9.910066,5.735281,0.7419373,10.817558,10.605461,5.7881236,4.5517693,6.3644066,4.3515673,6.081388,13.120314
33468,10.388681,10.173858,10.079313,9.997083,6.2687173,4.9607444,10.715091,10.6324625,6.935954,5.973046,5.779508,5.1767144,6.716704,13.120356
33469,10.671132,10.315998,10.086138,9.97116,5.990214,4.7022967,10.812587,10.715273,5.9197,4.18205,6.156343,4.750136,6.57645,13.120381
33498,10.279493,9.906194,9.827923,9.684604,6.0542045,5.189618,10.304761,10.217403,6.1878533,4.48074,6.2180023,5.5649037,6.5582004,13.120849
33499,10.3213,9.8118,9.916966,9.852904,6.122054,3.9199913,10.644946,10.554375,6.1996975,4.587006,6.562444,4.784153,6.4221106,13.120854
33500,10.623481,10.102113,9.805935,9.714969,5.484797,3.6428356,10.422385,10.3195,5.4843817,4.6091623,6.326507,5.7011123,6.410093,13.120866
33502,10.364617,9.966312,10.036794,9.965179,5.4049273,1.4109869,10.265126,10.140289,6.2544055,5.156754,6.1459007,5.3565865,6.5333195,13.120894
33515,10.256135,9.671013,10.0436325,9.942809,5.762366,4.9037924,10.683005,10.558611,6.1016636,5.6178613,5.992464,1.1939224,6.346314,13.121206
33518,10.399981,9.898696,10.020332,9.911818,5.968196,4.7361984,10.673563,10.575771,5.8377304,4.3969154,6.2692857,5.086979,6.4302583,13.121251
33532,10.106444,9.561567,9.868373,9.682529,6.1535835,2.791165,10.13546,10.020737,6.09987,5.0019307,5.7497115,2.76001,6.386767,13.121621
33536,10.7786255,10.409,10.043446,9.965307,5.9819193,4.060443,10.907628,10.820072,6.5267878,5.8690143,4.983607,3.7565382,6.5618277,13.121783
33541,10.369327,9.947835,9.997779,9.8412075,6.2051635,5.2683735,10.558637,10.418109,6.1994944,4.9579377,6.0342846,4.9607444,6.510055,13.121929
33544,11.032076,10.724192,10.37038,10.320018,5.816516,5.340898,11.085434,11.041242,6.060524,5.72587,6.810804,6.1843553,6.623617,13.121967
33554,10.640477,10.166836,10.142575,10.038971,5.9646072,3.8155122,10.896397,10.799866,6.391247,0.5877866,5.7081065,4.2091603,6.457844,13.122164
33562,10.2823105,10.100952,9.814678,9.737769,5.5887456,4.701389,10.39758,10.308336,5.944635,4.3489866,6.4398293,4.8097425,6.750218,13.122374
33564,10.860433,10.629448,10.258533,10.249263,5.5306187,3.356897,10.941154,10.898033,5.564137,3.48124,6.380631,5.6538916,6.70053,13.122492
33567,10.694519,10.26309,10.3843355,10.282581,6.0593567,5.0238805,11.0810585,10.990749,5.971517,1.9600948,5.574433,3.7400477,6.5000505,13.122507
33579,10.63308,10.125459,10.213388,10.182463,5.5270452,3.992681,10.799741,10.695507,5.902633,4.494239,6.22059,5.748756,6.4239354,13.1227
33580,10.397781,9.855699,9.675671,9.675576,5.884714,4.1059437,10.637369,10.570298,5.9414864,3.1135154,6.035242,3.6109178,6.389464,13.122702
